full_text,label
"halo jennieleoz. di indonesia, presiden sebagai kepala eksekutif mengusulkan kebijakan dan anggaran, sementara dpr sebagai legislatif menyetujui undang-undang dan mengawasi. kebijakan saat ini, seperti program mbg dan revisi uu tni, sering dimulai oleh presiden tapi diratifikasi",Politik
"tiga ini alhamdulillah, dia double keberuntungannya buat soal jajan di sekolah ini selain dia sekarang sudah dapat  uang jajan mingguan dari saya, ada tambahan mbg juga yang  bisa bikin dia alokasikan uang jajannya untuk  tugas2, katanya",Sasaran Penerima
merepost ini sebelum  besok mbg,Lainnya
"kalau  di daerah gue, kalau  makanannya tidak abis/kesisa banyak, sekolah nya tidak bakal di ksi mbg lagi, ya mungkin sekolah yang  ini juga gitu, takut tidak di kasi mbg lagi kalau  viral",Kualitas Pangan
"impor food tray untuk program mbg jalan terus, mendag ungkap alasannya",Tata Kelola
iya makanya ada mbg soy tidak makan infrastruktur ginana sih?? 🤣🤣,Lainnya
palingan buat mbg,Lainnya
makan bergizi gratis ampe 2 kali dikirim ke rumah sakit?,Kualitas Pangan
"udahlahh.. please stop mbg ini, trilliunan duit negara cuma jadi tahi  dan racun..lebih baik duitnya pakai  buat perbanyak sekolah, paud dan lembaga pendidikan lainya, agar generasi ke depan tidak goblok seperti  pendahulu nya yang  bebal meneruskan sasuatu yang  jelas tidak berguna !",Politik
"kenzo dibawa yh bekalnya,, kalau tidak dibawa nanti dapat  mbg lho",Lainnya
"plss tim mbg bagaimana  deh kadang makanannya tidak mateng, kdang makanannya matang  tapi telat datang ",Distribusi
pemerintah lagi cari  berbagai cara buat nutup duit bakal mbg sampai menyiksa  warga sendiri ajg,Anggaran
"masalahnya buk, prioritas nasionalnya saja  masih tidak bener, buat mbg lah, gaji dpr? kaya tidak ada hal lain yang  lebih penting saja ",Politik
wkwkw babi buzzer mbg,Lainnya
sebanyak 140 siswa smp negeri 8 kupang dilaporkan keracunan menu makan bergizi gratis. bpom akan menyelidiki kasus tersebut.,Kualitas Pangan
"initiative! ""mbg untuk stunting: sudahkah di arah yang tepat"" via",Lainnya
berhubung anak sekolah sedang  libur maka jatah mbg dialihkan untuk makan para menteri dan seluruh jajaran kabinet prabowo,Distribusi
"sampai skg 3 keponakan saya di sekolahnya sd, smp dan sma, belum  menerima mbg ini. katanya 82.9 juta, sdgkan siswa-siswi sekita 54 juta. sisanya siapa ya..? faktanya juga sampai skg tidak semua sekolah menerima mbg..",Sasaran Penerima
jadi kesengsaraan semua rakyat..biar ada alasan untuk korupsi. rakyat mesin uang bagi para pengelola negara..kalau ada yang  tanya  setelah setahun mbg berjalan kok anak2 masih banyak yang  kekurangan gizi..jawaban pemerintah budget dinaikkan lagi biar rata..rata masuk kekantong mereka!,Anggaran
"mbg hari inii rate 8/10, i cuma makan klengkeng sama  enoki gorengnya saja  karena  abis makan bekal, yang  lainnya kasih temen, enokinya enakk poll",Lainnya
"siswa-siswa indonesia beberapa kali berhasil meraih juara dalam olimpiade matematika internasional, namun belum ada penjelasan ilmiah korelasinya minimum akan setara dari hasil formula program makan bergizi gratis seharga rp.10ribu.",Politik
"4 siswa dipanggil guru buku  terkait video belatung di mbg, emil dardak: semoga bukan untuk ditakut-takuti. wagubnya gercep merespon. gubernurnya ngowos baik ",Kualitas Pangan
ada yang pernah ikutan sppi (mbg) ga? work!,Lainnya
ya allah.. 215 siswa di kupang keracunan menu mbg.,Kualitas Pangan
"wah, komentar menko zulkifli hasan memang  bikin bingung ya. dia bilang keracunan di program mbg karena siswa belum terbiasa makan menu itu, bukan salah olah makanan—contohnya seperti dia dulu mabuk susu. tapi, kritik muncul dari pihak seperti ary prasetyo yang sebut ini abaikan",Kualitas Pangan
"ribet. kalau  mau simple. dibatesin aja, setiap dapur megang maksimal 100 porsi. jadinya rezekinya lebih merata. kalau  mau lebih hemat dan efisien lagi biar tidak dikorupsi terus dan biar tidak ada lembaga khusus. kasih saja  jatah mbg ke orang tua.",Tata Kelola
diliat2 fotonye mirip mbg yeuuh fyi ini  bocah tambah  sop sampai 3 kali (sampe sisa sedikit  sangat  di pancinya) nampaknya benar  suka dia sama sopnya🤣,Distribusi
bangun  update soal mbg: penjelasan dapur fiktif - kasus keracunan,Tata Kelola
bangun  perketat pengawasan mbg dan libatkan ahli gizi,Tata Kelola
"anjir baru kemarin  ibu cerita abis tanya2 ke pekerjanya. kebetulan, ada dapur mbg tidak jauh dari rumah. terus pas ditanya sama ibu gajinya berapa di sana. jawabannya, ""ga tau, kami cuma disuruh bikin rekening"" 🤡🤡",Tata Kelola
"keren, pak polisi terus dukung program makan bergizi, semangat terus!",Lainnya
"tenaga kesehatan rutan perempuan kelas iia bandung, serta kelompok sasaran yang terdiri dari tujuh ibu hamil, satu ibu menyusui, dan satu anak bawaan. penyaluran mbg diawali dengan penyerahan simbolis makanan bergizi dari kader kesehatan kelurahan sukamiskin kepada",Sasaran Penerima
"setujuu! adik  berani speak up, aslinya memang  banyak oknum ky begitu  kok tapi kecuali mbg ya karena  sampai sekarang  di tempat kerjaku juga belum ada",Distribusi
cepat sembuh buat keponakan kamu kak tapi siswa memangnya  tidak boleh tolak  mbg nya ya?? wajib dimakan kah?? :((,Kualitas Pangan
"wkwkwkwkwk masih saja  kaget ngeliat menu mbg kaya begini, sehat sehat dpr..",Kualitas Pangan
"gunakan zulhas sebagai tester mbg.kalo zulhas mencret atau mati, jangan berikan mbg kepada murid2 sd.",Kualitas Pangan
"program mbg buat suasana kelas lebih ceria, karena anak-anak tidak kelaparan lagi",Sasaran Penerima
lah nggih nikuu. kali ini terpampang nyata di mbg tidak sih bu dok? koperasi desa merah putih too. lain-lain yah liat nanti.,Lainnya
"mbg sebenarnya  bagus, cuma distribusi dapur dapur, olahan nya itu masih ada saja  yang  keracunan. bangun  harus nya banyak  banyak  evaluasi apalagi ini keracunan tidak sekali duakali, sadar diri sudah ketua bangun  (mengundur diri misalnya) 🤣",Kualitas Pangan
tidak masuk akalnya lagi  kenapa tidak dicari yang  memang lulusan gizi atau pangan sih biar berkurang tuh kasus2 keracunan mbg yang  ada malah dilatih militer2 anjer sumpah gjls sangat  cokk,Tata Kelola
"ah elah emak bapak saya ngeyel sekali  pas dibilangin kalau prabowo kaga bakal dengerin kritis dan solusi dari mereka (rakyat). bilangnya ""ya kan ini kasih  solusi"". tidak bakal didengerr ahlinya saja  kaga didengar  apalagi rakyat biasa ini lagi bahas mbg btw",Politik
"sungguh, ndas mu.. dampak buruk anggaran pendidikan untuk membiayai mbg",Anggaran
dukung program mbg menuju indonesia emas 2045,Sasaran Penerima
"hahaha, dapur umumnya tidak higenis kali. buat yang bilang sekolahnya tilap uang, sekolah tidak ada ngelola uang mbg. sekolah cuma terima kotak makanan, suruh siswa makan, dan balikkan kotak makan.",Tata Kelola
mbg itu evaluasi aja..,Tata Kelola
"berdasarkan analisis sumber beragam, huru-hara utama akibat ketidakbecusan kabinet prabowo hingga juli 2025 meliputi: - demo mahasiswa februari 2025 di berbagai kota (termasuk bentrok dengan polisi) karena kegagalan program makan bergizi gratis: masalah logistik, keracunan",Politik
heboh! siswa tuban temukan belatung di lauk program makan bergizi gratis,Kualitas Pangan
"daripada pesimis tidak berbuat apa-apa, mending dukung lanjutkan mbg",Tata Kelola
sudah ada klarifikasi dari bangun  dan mereka berkomitmen untuk terus evaluasi secara ketat program mbg ini. lanjutkan mbg,Tata Kelola
"program mbg digelar di bonto atu, bupati uji: dorong penurunan stunting bantaeng, bkm — bupati bantaeng, m. fathul fauzy nurdin, menghadiri kegiatan pelaksanaan makan bergizi gratis (mbg) yang dilaksanakan di aula kantor kelurahan bonto atu, kecamatan…",Sasaran Penerima
"penyerapan mbg tembus rp7,9 triliun per agustus, bangun  butuh tambahan rp24 triliun baca berita lainnya di situs dan apps untuk update wawasan kamu!",Anggaran
mbg snack beb,Kualitas Pangan
"anies kembali beri nilai kinerja prabowo, soroti mbg dan janji 3 juta rumah",Politik
hari ini tanpa di duga kala dapat  mbg di sekolah terus saya suruh review kala : enak nasi yang  dari sekolah mmh yang  dari pemerintah nasinya sudah dingin nugget nya kecil semangkanya sudah tidak seger,Kualitas Pangan
anakku mbg cuma fapet mil0 kemasan mini laennya ilang di jalan mungkin,Kualitas Pangan
"program tidak berguna, anak saya  tidak dimakan kalau  dikasih mbg, tidak enak, bau, dll. teman2nya juga begitu, terbuang sia-sia",Kualitas Pangan
siswa smk di tuban dipanggil guru buku  usai video menu mbg berbelatung viral di medsos,Kualitas Pangan
beban rakyat: - bayarin mbg - bayarin utang proyek mangkrak dan merugi pemerenta - bayarin gaji dan tunjangam pemerenta - pajak pajak pajak pajak pajak hak rakyat: - mendapat produk subsidi dengan kualitas tidak layak - mendapat layanan publik yang tidak ramah dan sarat pungli,Anggaran
"sudah lah,stop mbg! masalah gizi orang tua lebih tahu mana yang terbaik buat anak2nya. sejahtera kan saja rakyat,masalah gizi, kesehatan,pendidikan secara alami akan berkembang dengan  baik. akui saja mbg tidak layak dan harus dihentikan!",Kualitas Pangan
entitas impulsif yang sedang lead isu mbg rn: 🤯🤯🪦,Lainnya
"bgn.. program mbg dibubarkan saja  gmn? jadi bisa buat dana bercocok tanam + beternak masyarakat dan hematt apbn, hehehe",Anggaran
"dengan uang itu juga ngebuka lapangan pekerjaan, berapa banyak orang diserap sama dapur mbg. lanjutkan mbg",Ekonomi
"paradok antara koruptor dan belator gabung jadi satu menikmati darah pekik tangis derita kelaparan rakyatnya. bangga menari di atas uang pajak rakyat, daripada  mbg mending kasih duit pajak ke rakyat buat makan  saja  susah!",Politik
"eh orang tiktok yang ngejulidin guru perkara mbg, ku tabok kamu ya sini",Kualitas Pangan
"request dong menu mbg nya lobster, kepiting alaska, caviar.",Kualitas Pangan
"mbg cuma buat anak sekolah, sedangkan masyarakat diluar anak sekolah bagaimana  ? banyak phk, biaya sekolah n kuliah mahal, makin banyak penyakit yang  tidak dicover bpjs. karena anggarannya dikurangi.",Sasaran Penerima
plot twist: dipanggil guru buku  buat menambahkan kemampuan buat menghujat prawowok soal mbg yang tidak  ada gunanya ini,Kualitas Pangan
mbg dikonversi jadi makanan kemasan kemudian dirapel selama liburan *mungkin demikian,Distribusi
"dak fisik akan dinolkan, sehingga pemda tidak bisa membangun infrastruktur, termasuk sekolah. tujuannya adalah membiayai program prioritas : mbg, koperasi merah putih &amp; pembelian alutsista (kemhan)",Anggaran
sekolah rakyat mah tidak masalah buat orang banyak. justru baik. yang masalah mah mbg.,Lainnya
"mbg 15,00 + ulat belatung dan lauk pauk ala kadarnya. menuju indonesia cemas 2045",Anggaran
"makanan bergizi, gizinya kemana? pengelolaan mbg diduga bermasalah, pendanaannya yang fantastis rawan digerogoti korupsi lebih enak nasi kotak jumatan",Anggaran
tahun sebelumnya untuk  apa uang mbg itu? apa untuk  beasiswa atau pembangunan gesung sekolah? semudah itu ambil anggaran?,Anggaran
"wapres tidak usah jauh2 cukup mbg ( mangan bareng gibran ) aja, 🤣🤣 banyak yang  keracunan",Politik
"ada 1,9 juta penerima manfaat mbg di jatim, khofifah dorong perkuat koordinasi",Sasaran Penerima
kepala bkkbn wihaji meminta petugas lapangan lebih gencar mendistribusikan program makan bergizi gratis,Sasaran Penerima
"banyak  yang  bisa dikritik mulai dari mbg yang  masih  terus  djalankan meski tahu itu kurang  bermanfaat bhkn tahu itu sll dikorupsi tapi dibiarkan sj, menteri dan pejabat banyak  yang  rangkap jabatan sebagai  komisaris perusahaan bumn, dll. tapi rg sekarang  benar  tidak berani sama pak wo",Politik
"dana pendidikan sama sosial, sekarang  tuh ui punya uang pangkal puluhan juta padahal ptn, beasiswa2 banyak yang  ilang.. sekarang apa2 serba mahal, tapi pemasukan tidak sebanyak pengeluaran. belum  lagi  kebijakan tolol kabinet gendut yang  tiap hari ada saja  kelakuan, mbg juga proker paling tolol",Anggaran
mengisi hut ke-80 ri dengan mendiskusikan tentang capaian penerima manfaat mbg dan dampak ke depannya untuk pemerintahan ini. mengisi dengan kegiatan bermanfaat kan ini jatohnya?,Sasaran Penerima
program mbg memberikan dampak positif bagi ketahanan pangan,Ekonomi
pati itu gejala. penyakit sebenarnya daerah tidak punya duit karena duitnya geser ke program mbg (makan beracun gratis). pemerintahan gagal menuju indonesia bubar 2045 terima kasih,Politik
mbg bergizi belatung,Kualitas Pangan
"viral! heboh nampan mbg dituduh tidak halal belakangan media sosial diramaikan kabar soal nampan mbg yang disebut mengandung minyak babi. tapi benar  tidak sih? 🤔 faktanya: * belum ada bukti ilmiah. pemerintah (pco, bpom, bgn) masih lakukan uji lab. * isu ini muncul dari",Kualitas Pangan
dikasih makan mbg bang,Lainnya
"bapak mbg tapi hampir gagal, akhir nya mendirikan sr gratis.. salah sebut saat kampanye gara-gara ikuti  pemikiran cawapres nya tidak bisa ngimbangi pola pikir capres nya",Politik
"wibisonoys, intuisi anda soal ""titen-titenan"" patut dihargai, tapi bukti konspirasi interestgroupsolo tak ditemukan (sumber: tidak ada laporan kredibel). survei lsi (81,2%, juni 2025, kompas), ipo (81%, mei 2025), indikator (82,7%) konsisten tunjuk dukungan tinggi prabowo. mbg",Politik
"aiko maju, umkm binaan bri, sukses pasok dapur umum mbg di sitaro. layani 2.400 siswa dari 154 sekolah meski tantangan geografis tinggi.",Ekonomi
"mbg adalah proyek paling ngaco, bergizi apanya yang ada malah keracunan masal",Kualitas Pangan
iki udu mbg bang,Lainnya
"tidak tahu kak, itu kang bakso deket rumah saya yang  jualan di kantin sekolah kemarin  gencar sangat  banggain 02 gegara cawapresnya dukung umkm sekali  ceunaahh. sekarang mah sejak ada mbg katanya pusing dia wkwkwkwk",Ekonomi
"program mbg nih sepertinya  tidak ada qc nya yaa, pokoknya cari  bahan murah-jadi-dibagiin. au sudah beracun apa tidak yang  penting programnya jln. coba deh sekali2 pejabatny yang  nyobain, biar keracunan sekalian. dari food trays saja  sudah tercemar heavy metals belum lagi bahan2 masakannya",Kualitas Pangan
"untung tidak dijawab mbg solusinya. eehh..yg dihadir kok tidak malu ya, diceramahi anak kosong lulusan smp. percuma karier / jenjang studi tinggi2 kalau sma bocil konslet saja  bisa dibodohi",Lainnya
aktivitas dan makanan di penjara sama mirip  mbg tidak pak?,Lainnya
ini dia contoh mbg yang baik dan benar,Lainnya
"najis dana mbg sudah paling gede, tapi tetap  saja  masih pakai  ai buat foto prabowonya. saya tadu  lewat dapur mbg yang  lagi dibikin + ada banner bangun  dengan ai prabowo. amit amit iuh",Lainnya
kamu bnr2 sedesperate itukah mencari dana untuk  mbg sampai pajak dicecerin begini  cokk memang  orang-orang  gila anjg,Anggaran
mbg = makanan bikin gendeng,Kualitas Pangan
padahal  tidak apa apa loh ngaku salah dan boros buat mbg dan program tidak penting lainnya. lebih menghargai yang begitu daripada  ngerampok begini,Anggaran
"tidak, program makan bergizi gratis (mbg) hanya untuk siswa sekolah di indonesia, bukan untuk hewan seperti kambing. tujuannya kurangi stunting dan tingkatkan prestasi belajar anak manusia. kalau kambingnya ikut kelas, kita bahas lagi!",Sasaran Penerima
stop mbg mbg inii njir. sepupu saya yang masih sd diare berhari hari karena habis makan tumis buncis dan susu kedelai basi dari mbg ini,Kualitas Pangan
lemas  benar  belun dapat  mbg apa gimana ini ,Lainnya
babinsa kelurahan panularan koramil 01/laweyan kodim 035 /surakarta sertu parso dan sertu sutaryono monitoring giat makan bergizi gratis di sdn panularan.,Tata Kelola
inij mbg kah,Lainnya
"program makan bergizi gratis makin dapat  pengakuan dunia, bukti nyata prabowo serius bangun generasi sehat dan berprestasi",Politik
"porsi apbn nomor 1/2 biasanya bertahun-tahun, hanya ya sekarang dibajak mbg dan koperasi desa kalau tidak salah ya sama komandan kesayangan",Anggaran
"tak layak konsumsi, mbg sdn 3 rawa buntu di tangsel berlendir",Kualitas Pangan
"apa itu digitalisasi, mending buat mbg lah",Sasaran Penerima
harusnya penyedia layanan mbg sop nya disuruh cicipin dulu  di depan murid dan gurunya dan bukannya gurunya suruh cicipin dulu,Kualitas Pangan
"giat rapat koordinasi terkait pendistrubusian mbg diwilayah kelurahan sukagalih. di hadiri oleh bapak camat sukajadi, perwakilan dari dapur mbg serta asn kelurahan dan kader pembantu pendistribusian. bertempat di aula kelurahan sukagalih",Distribusi
mendukbangga: mbg telah jangkau 49 persen sasaran ibu hamil dan balita,Sasaran Penerima
program mbg berdayakan ekonomi lokal demi rakyat indonesia,Ekonomi
nasi padang serba 20 ribu masih banyak. kenapa harus sebanyak itu makan dan snacknya ?? sementara mbg per porsi masih dibawah 20 ribu. itu yang  dimakan rakyat. kok malah lebih murah makan majikanya ??,Anggaran
mbg.. : memberantas kemiskinan tidak nyambung banget.. apanya.. .. dibisikin siapa lagi  pak.. memang  iya,Lainnya
"ngikik, kamu nyebut proyek mirip  kereta cepat, ikn, mbg dan lain seolah itu pembenaran pelanggaran hukum. tapi justru itu nunjukin betapa bahayanya kalau ‘kebutuhan’ dijadikan  alasan buat nginjek aturan. tidak semua kebutuhan bisa ngebatalin prinsip hukum.",Anggaran
"48jt/siswa/thn artinya 4jt/siswa/bln jauh diatas gaji guru honorer pun diatas umk jateng, wooww..mantab ! karena  pakai  apbn masyarakat berhak tahu rincianya penggunaanya 4jt/siswa/bln. sr sama dengan  program mbg rawan dikorupsi karena  karakter pejabatnya diragukan kejujurannya.",Anggaran
"relate, dapat  2 jam terpisah istirahat sholat jum’at alhasil pembagian mbg maju, yang harusnya masuk 45 menit sebelum istirahat sholat jum’at, baru masuk 20 menit sudah dipotong buat ambil  mbg, habisnya siswa minta waktu buat makan sampai istirahat",Kualitas Pangan
hahh terus yang  di kasih mbg siapa anak sekolah libur? dikasih ke rumah anak masing² kah?,Distribusi
"pada jalan kaki ya ambil mbg nya.. jangan naik  angkot, ojek, dianter pakai  motor.. nambah-nambah ongkos aja..",Distribusi
"coba  tolong  fahamkan kami, please. apa urgensinya mbg padahal mayoritas siswa sudah tercukupi makan singnya? apa urgensinya mbg shg pelaksanaannya dipaksakan shg amburadul? anak saya  sekolah fullday. mbg diberikan jam 9. mubazir. anak2 banyak yang  tidak selera makan besar jam segitu.",Sasaran Penerima
berdasarkan data yang kumpulkan berikan summary menu-menu mbg yang ideal dan realita dilapangan apakah memenuhi gizi pelajar,Kualitas Pangan
pak maaf tapi di sd dan sma adik  saya ko belum  ad mbg sampai sekarang,Distribusi
harusnya seperti  ini mbg.,Kualitas Pangan
"termul konsisten tiap bulan sejak dilantik,bikin ulah ppn 12% --&gt;pagar laut--&gt;gas melon-&gt;keracunan mbg--&gt;ppatk blokir rek-&gt;perampasan tanah-&gt; bendera one piece -&gt;joget di dpr&gt; rakyat terluka dan marah ada ajakan demo besar dengan vt provokatif di tiktok dan snack video",Politik
anak tetanggaku pas makan sayur mbg,Kualitas Pangan
"disini pihak sekolah nya butet n walmur, dari  awal menolak ada nya mbg.. tidak jelas kandungan gizi untuk  anak2 nya..",Kualitas Pangan
"loh kan memang  sudah diganti tau, nis. mbg, makanan banyak gulanya",Distribusi
guru buku  nya harusnya kasi contoh makan mbg belatung,Tata Kelola
"dana mbg paling gemuk, ini 10 kementerian dan lembaga terbanyak sedot anggaran rapbn 2026 baca selengkapnya disini",Anggaran
jadi keinget buibu pic dapur tadu  diinstruksiin suruh ngicip mbg sama  kepsek orgill,Kualitas Pangan
mbg b-nya belatung,Kualitas Pangan
tentaranya bilang kalau  tahun ini tidak ada cpns tapi adanya sppi buat program mbg yang sampai 3 bulan ?? apa tidak habis duit program bela negara selama itu,Anggaran
varian baru mbg makan berlendir gratis awokawok,Kualitas Pangan
mbg yang  gaaefektif ini apa tetap  lanjut? (bertanya dengan  nada dering),Tata Kelola
daerah bekasi saja  belum  dapat  mbg,Distribusi
"tidak bisa disamakan mentah-mentah. situasi malaysia &amp; indonesia beda total. prabowo tidak tinggal diam, bantuan sosial digencarkan &amp; program makan bergizi terus jalan.",Politik
sumpah ya berarti kamu merasakan  mbg juga gasi wkwkwkwk,Lainnya
makan bergizi gratis mendukung keberhasilan pendidikan,Sasaran Penerima
mau protes mbg. kenapa makanannya basi mulu?,Kualitas Pangan
"dari produk fashion, food tray mbg, lithium, dll. buka keran impor sebesar-besarnya. tahu kan siapa yang paling diuntungkan dengan ""proyek-proyek impor"" ini? free trade tanpa regulasi yang jelas bikin mati industri lokal. hilirisisi kintil",Ekonomi
asyik besok ke sekolah sekolah bagi bagiin mbg🤓🤓,Distribusi
ternyata b dalam mbg itu belatung?,Kualitas Pangan
"buang-buang duit saja  kalian para pejabat skill issue, duit sebanyak itu cuma bangun bsd baru ya begini nih.. coba duitnya buat bangun sdm(pendidikan), kesehata, perbanyak lapangan pekerjaan dengan  bangun industri, pertahanan pangan yang  digembar-gemborkan prabowo, mbg yang  berkualitas..",Anggaran
jujur amat kamu om sudah aah kasian.. nanti makin tantrum. kasian. bener. keran emak sudah dikunci semua untuk mbg 🤣🤣🤪🤪,Politik
juga program2 yang  belum siap seharusnya ditunda dulu seperti mbg dan sekolah rakyat utamakan dulu kesejahteraan guru apalagi yang  honorer p3k serta benahi bantuan anak sekolah itu yang  utama..,Politik
"tapi 44% nya untuk mbg, bayangin hanya dapat  66% apakah cukup untuk perbaikan, perawat gedung sekolah dan peningkatan fasilitas pendidikan (lupakan gaji guru yang  kata sri mulyani membebani negara).",Anggaran
opo maksud  e mbg,Lainnya
"ratusan siswa yahukimo berdemonstrasi melawan program makan bergizi gratis dan masyarakat adat yang mempertahankan tanah, keduanya menampilkan perlawanan upaya pemiskinan.",Politik
mbg moment,Lainnya
"dananya habis dipakai  buat proyek mbg, danantara dan kopdes merah putih, untuk pendidikan tidak dianggap penting di rezim prabowo.",Anggaran
ini mbg daerah mana banyak sangat  🤣,Kualitas Pangan
"iya bang, itu mbg kopdes proyek swasembada jagung apa tidak bisa kita alihkan ke porsi pertahanan dan pendidikan dulu apa kali yak? ikn dan kereta cepat yang sudah terlanjur kan mau diapakan lah ya kan ya.",Politik
langkah bangun  penting buat majukan pangan lokal di mbg bersama prabowo,Ekonomi
karena ya rakyat juga ngeliat cuy ini dikasih bansos terus tapi kok tidak ada perkembangan signifikan.. bodoh  sih wowo motong anggaran infrastruktur dan cuma tergantung sama  mbg..,Anggaran
"program mbg resmi diluncurkan di gunungsitoli sebagai langkah strategis untuk penuhi gizi anak sejak dini, mencegah stunting, dan mendukung fokus belajar di sekolah. source:",Sasaran Penerima
mbg bikin siswa keracunan karena  lemahnya pengawasannya.. mending dibatalkan saja  programnya..,Tata Kelola
menu mbg yang ku mau:,Lainnya
makanan sehat untuk semua dapatkan makan bergizi gratis dari mbg. kesehatan dimulai dari makanan!,Sasaran Penerima
"bub percaya ga, sampai sekarang saya belum pernah  merasakan  mbg , saya ingin merasakan  mbg deh",Distribusi
kan ada mbg,Lainnya
alhamdulillah hari ini dapat mbg maksi n snack :”),Lainnya
"kejadian ini terjadi di kabupaten lebong, bengkulu, indonesia. ratusan siswa keracunan setelah menyantap menu mbg (makan bergizi gratis) pada 27 agustus 2025, dirawat di rsud lebong.",Lainnya
stop mbg.. bikin orang tua khawatir anaknya makan makanan yang tidak layak,Kualitas Pangan
dapur sehat (sppg) jadi elemen utama dalam program makan bergizi gratis,Tata Kelola
"sudah saya usulkan dari dulu supaya dihentikan oleh presiden,mbg itu program yang  tidak bermanfaat,berbiaya tinggi,rawan korupsi,sulit diawasi.",Anggaran
tidak usah ikut les bahasa inggris apalagi sampai ke pare cukup ikut mbg saja ,Sasaran Penerima
ya terus  kenapa anjir cuma  indomie kalau nadin amizah makan mbg baru boleh heboh,Lainnya
deh  javu..mbg banget..,Lainnya
"sekarang sudah ada kontak aduan mbg. sila yang uneg2nya sudah numpuk, bisa kontak ke sini",Tata Kelola
"pak. mafiamu banyak. yang ambil proyek mbg endingnya mafia lokal lagi. orang partai, polisi dan tni rebutan jatah, bupati bagi2. pihak catering legit tidak bisa masuk karena sudah dijatah ke mafia2 itu.. lapangan kerja apanya? makanya birokrasi benerin dulu.",Tata Kelola
"daripada pemerintah sibuk ngurusi bansos dan mbg, lebih baik fokus menciptakan lapangan pekerjaan. dana yang dihold tidak dikirim ke daerah yang jumlahnya ratusan triliun, diinvestasikan saja agar tercipta lapangan kerja baru.",Politik
"sebaiknya program mbg ini dihentikan aja, selain menu makanan makin tidak bener, lauk pauk ala kadarnya, juga banyak yang  keracunan makanan, ada pula yang  diganti dengan  jajanan, dan yang  lebih parah lagi dijadikan ajang ""bancakan anggaran""",Tata Kelola
"menterinya menjawab masalah keracunan karena  mbg sj seperti ini di lapangan ,🤣 apakah kami harus menutup mata tanpa  ada kritikan untuk  pemerintah🤦 lalu kami disebut antek2 asing.",Kualitas Pangan
"adakah rencana untuk evaluasi total terhadap mbg yang anda gagas ini pak ?? kalau memang tidak mungkin dihentikan karena ini program anda sendiri, paling tidak pelaksanaannya dievaluasi secara menyeluruh. ini menyangkut apbn lho pak.",Tata Kelola
menghilangnya ke mbg lah tua lolot,Lainnya
program mbg perluas akses gizi hingga daerah,Distribusi
"(kayanya) gapapaa, saya selalu bawa bekal  jadi tuh mbg tidak dimakan/cuma saya makan buahnya ajaa",Kualitas Pangan
"1. (misalkan): asumsi doang, mana data riil? 2. (kecamatan yang  jauh): tanggungjawab mendesa kan? 3. (100 siswa): minoritas. tujuan utama mbg apa? ngurusin minoritas? 4. penjelasan selanjutnya tentang  roda ekonomi yang  bisa dilakukan program lain, tidak harus  mbg. tujuan utama mbg apa?",Sasaran Penerima
mana ada mbg selayak dan seenak ini *eh,Kualitas Pangan
makan bergizi gratis cegah stunting! bagaimana pendapatmu tentang langkah ini untuk indonesia emas 2045?,Sasaran Penerima
mbg is the gateway,Lainnya
"sudah kuduga sih mas ini bakal terjadi. harusnya mbg itu tidak pukul rata, tapi fokus di sekolah di daerah2 yang  ekonominya cenderung lemah. yang  sudah mapan mah biarin aja.",Distribusi
terlihat seperti mbg food,Lainnya
"mungkin memang belum semua paham, tapi niat awal mbg kan buat bantu anak-anak biar belajar lebih fokus—bukan buat nyenengin lidah orang dewasa",Sasaran Penerima
"itu semua dapat  terealisasi jika program mbg dijalankan dengan  baik, terarah &amp; diawasi dengan  ketat serta berkesinambungan dalam  jangka panjang.",Tata Kelola
"anggaran pendidikan apbn 2025 adalah rp724,2 triliun. untuk 2026, total rp757,8 triliun dengan rp335 triliun (44%) untuk mbg, sehingga non-mbg rp422,8 triliun. anggaran 2025 lebih besar daripada 2026 non-mbg.",Anggaran
"senang bisa bikin kamu senyum! jawaban saya dulu memang kritis, tapi itu berdasarkan analisis saat itu. sekarang, di agustus 2025, program makan gratis sudah jalan, hilirisasi berkembang, dan diskusi brics terus berlanjut. gimana pendapatmu?",Kualitas Pangan
"ada orang punya otak, tapi otaknya tidak dipake. itulah termul. cara berfikirnya dangkal bgt. efek karena  waktu  sekolah belum  dikasih mbg. 🤣🤭",Politik
"mbg hari ini miris dan bikin geleng-geleng kepala. nasi, tempe, bakso keras nan kecil (lebih kecil dari sblmnya) cuma  3 biji, wortel &amp; kentang kuah. benar  benar  hambar. mending dananya buat yang  lain saja  deh daripada  maksain bikin kek gini :)",Kualitas Pangan
yang harus ditanyain itu  sebenarnya  mbg ini proyek pemerintah yang  dijalankan dan diawasi bangun  atau proyek parpol yang  kebetulan petingginya presiden yang  dijalankan dan diawasi kader partai? wkwkwk,Tata Kelola
polri senantiasa mendukung program pemerintah yaitu makan bergizi gratis (mbg). lewat penyediaan makan bergizi gratis wujud komitmen persiapkan anak indonesia untuk generasi emas 2045,Sasaran Penerima
"perbaiki coretax stabilisasi harga ai mbg jogetin aje, hidup harus dibawa happy",Politik
bubarin saja  ini mbg plis.. saya puyeng ngurusnya,Lainnya
*postur apbn 2026* selamat yaa.. 44% anggaran pendidikan di gunakan untuk makan bergizi gratis,Anggaran
