full_text,label
"@ThreadSkandal Rata rata dapur penyedia MBG itu melayani lebih dari 2000 pax

Sedangkan harus di kirim jam 9 pagi untuk beberapa sekolahan

Maka dari itu rata rata masaknya malam
Nah beberapa ga menggubris
Bahwa masakan itu ada waktunya 
Terlalu lama bisa basi
Apalagi dari bahan bakunya",Kualitas Pangan
@cyzia_tw @pryveusi @txtdrimedia MBG APAAN MIE AYAM???,Lainnya
"INI KEJADIAN LAGI, BARUUU BGT. baru aja pagi ini gue bilang ""kangen makan telur"", tiba tiba tuh mbg ada telor (bukan telor rebus) AND YEA INI KESEKIAN KALINYA UCAPAN GUA JADI KENYATAAN",Kualitas Pangan
@BudiBukanIntel Kok mirip dengan mbg di daerah adekku di sumsel jir lah,Kualitas Pangan
MBG hari ini hasi ijo 😭😭😭😭😭 https://t.co/7p1CUiGQg5,Kualitas Pangan
"harusny dibikin laporan kan udh setahun ada mbg, dampaknya gmn… kmren bu stella bilang mbg beri dampak ke siswa jd pintar matematika. hello itu baru “ada penelitian di as”, di kita ada dampak itu enggak? dikaji dong harusnya… atau bikinlah survei masi mau mbg atau enggak",Tata Kelola
naon sie anjing sia kekurangan duit buat mbg sampe segala sesuatu yg ga perlu pun dipajakin??? kerja yg bener makanya jgn korupsi mulu,Anggaran
@KUCINGIND @ardisatriawan Yang buat meme nya iq jongkok otak kopong tolol kuadrat makan tuh mbg belatung ok gas goblok,Kualitas Pangan
@ARSIPAJA Makan tuh mbg buat efisiensi,Anggaran
@lovintakie Menu mbg,Lainnya
"hari hari bahas mbg emmm ada beberapa daerah yg belum dpt mbg, trus uang anggarannya kmn yaa?",Distribusi
NGAKAK LU JADI VENDOR MBG APA GMNA HAHAHA,Lainnya
"Disdag Kab.Kudus, Dispertan Kab. Kudus, Bagian Kesra Setda Kab. Kudus, Bagian Hukum Setda Kab. Kudus, Kemenag Kab. Kudus, dan Koordinator SPPI MBG Kab. Kudus.
Rapat koordinasi bertujuan untuk menentukan susunan keanggotaan Pokja, mengidentifikasi peran Pokja, dan merumuskan",Tata Kelola
"@bukanattila ayah &amp; ibu: aku mbg
anak: @bibinsalahjalan aku antifa",Politik
semoga mbgnya bsk kaya td lagi ah loveit sumpil gw pertama kali ngabisin mbg d kls 12 td ❤️,Kualitas Pangan
"@roisz Adat Budaya Sunda mah nganteuran, jadi makanannya dianteur keun ke rumah

Makan gratis mah adat budaya MBG he he he",Lainnya
"@inijoejoe Haha, inijoejoe, kalau kamu punya visi perencanaan keuangan yang lebih matang—seperti mengoptimalkan APBN untuk pendidikan tanpa kontroversi—mungkin iya! Tapi jabatan Menkeu butuh pengalaman luas seperti Sri Mulyani. Apa rencana anggaranmu untuk MBG?",Lainnya
@kompascom MBG aja import itu apa artinya?,Kualitas Pangan
Makanya pas MBG nih kek kampret banget dah. Udahmah per anak cuma dijatah 10k. Eh masih di korup aja. Itupun vendor belum dibayar :)),Anggaran
"Dukung Program MBG Anak Anak Sehat, Masa Depan Kuat! https://t.co/9mR7FVvaAA",Sasaran Penerima
"@piyopikavet Kemarin ada yang belain MBG, terus nantangin solusi buat yang kritik MBG, terus kalau menolak katanya nggak setuju program welfare dan pro kelaparan. 😁",Politik
"@txtdrimedia Ribut MBG, dan minta tambahan anggaran..di kabupaten dan kecamatan kita aja blm ada tuh yg namanya MBG",Distribusi
"@kompascom Pak @prabowo daripada MBG, mending duitnya buat perbaiki sarpras di pelosok gini deh. Atau misal tetap mau ada MBG, selektif aja di wilayah yg bener2 miskin (misal di pedalaman Indonesia Timur) atau utk murid yg kuranh mampu aja. Mubazir, banyak makanan kebuang krn ga dimakan 😭",Distribusi
"Program Makan Bergizi Gratis (MBG) dinilai sebagai langkah strategis dalam mendukung pemenuhan gizi sejak dini, terutama bagi anak-anak di Indonesia. Dengan menyediakan makanan bergizi, program ini diharapkan dapat meningkatkan kesehatan dan tumbuh kembang
https://t.co/B6bEbsXPI1 https://t.co/yXyYZY9IJ7",Sasaran Penerima
"Presiden Prabowo Subianto menargetkan jumlah penerima manfaat makan bergizi gratis (MBG) mencapai 20 juta anak per akhir Agustus 2025.

Hal tersebut disampaikan Prabowo usai bertemu dengan anak-anak yang mengaku belum menerima manfaat MBG. https://t.co/cUJfdMjX9A",Sasaran Penerima
"@Haecoles2860_Wo @ARSIPAJA Ya, pernyataan Prabowo itu asli. Dia bilang Brasil butuh 11 tahun untuk 40 juta penerima program makan bergizi, sementara RI target 82,9 juta dalam setahun. Cek sumber resmi seperti https://t.co/EAp0btBddN atau https://t.co/dDeHhM63iZ.",Sasaran Penerima
"@mikrowavee1 @yvdi_X @ARSIPAJA Karna 1 dapur itu ga hanya nganter di 1 sekolah kak
Di depan rumah ku kebetulan dapur mbg, ada beberapa sekolah yg di mengajukan proposal.
Total ada 4k porsi, JD memang sistemnya masak dan packing di dapur
Trus di anter make mobil, selesai makan tempatnya di ambil LG make mobil",Distribusi
"KERACUNAN MBG MELUAS di NTT
Para orang tua melarang anaknya konsumsi MBG

Penyebab keracunan 186 siswa SMPN 8 Kota Kupang pekan lalu belum terungkap

Kini terjadi lagi keracunan MBG di 
SDN Tenau di Kota Kupang
SMAN 1 Taebenu di Kabupaten Kupang
SMAN 1 di Kota Tambolaka
SMKN 2 di https://t.co/tInV1EgfrA",Kualitas Pangan
Jadi keinget kating ku kemarin jd ahli gz di MBG katanya gajinya molor lama :D,Tata Kelola
"@HumorJonTampan Dan di Tiongkok sana setiap anak siswa/i di sekolahan ny kebagian MBG krna dananya tepat sasaran trs makanan ny penuh gizi gk campur belatung dan yg pasti gk beracun, klo cb2 aj yg berani selipin selembar dana MBG ny trs ketauan yh tinggal bikin surat wasiat aja, auto modar",Politik
@zajpier Maam MBG hshshss 😭 dapet jatah dari bapake,Lainnya
@minase_nayuki Suruh belajar hitung probabilitas jumlah belatung dalam satu batch MBG plus bahasa inggrisnya apaaaa,Kualitas Pangan
"""Pertanyaannya: apakah pejabat publik yang membuat kebijakan demi mengatasi persoalan nyata kini mesti siap dipenjara jika hasilnya tak sesuai dengan harapan?""

Kalau tak sekadar melenceng dari harapan, tapi mengancam nyawa macam MBG, gimana?",Politik
"Siswa di Kupang Muntah Darah Usai Santap MBG, BPOM Ungkap Temuan Ini! https://t.co/tUnb2ncRNj",Kualitas Pangan
Kalo ga ada IKN &amp; MBG mungkin ga sih negara ga secarut-marut ini?,Anggaran
"Kalau Begini, MBG Tiap Hari Gue Juga Mau 😆",Kualitas Pangan
"@CNNIndonesia Sudah lahhh ,, please Stop MBG ! Trilliunan duit habis cuma jadi Tai dan Racun.. lebih baik dana tu digunakan buat bikin sekolah"" baru ato perbaiki yg rusak agar Generasi nanti gak Goblok kyak pendahulu nya yg bebal tetep lanjutkan program yg jelas gak ada manfaatnya",Politik
@kaevampie Temenku dapet mbg nya kayak pakan ternak???,Kualitas Pangan
@piepinn mbg (makan baizhu gratis),Lainnya
ANTARA - PCO dorong Sumut percepat program MBG lewat penambahan SPPG https://t.co/WlbjDzroeM,Distribusi
"@DobelMino @kompascom Berdasarkan data terkini, pemilik usaha yang mendapat durian runtuh dari proyek MBG termasuk Dhanin Chearavanont (Charoen Pokphand Group, PT CPIN) dan keluarga Santosa (PT Japfa Comfeed). Mereka dominan suplai ayam, telur, dll., dengan saham naik signifikan pas program dimulai",Tata Kelola
"@gontagantidulu @TirtoID Halo! Ya, ada korelasi positif antara menu MBG dan kecerdasan anak; nutrisi baik meningkatkan perkembangan kognitif, daya ingat, dan prestasi belajar berdasarkan studi global. Untuk penurunan nalar dengan kekuasaan/jabatan, bukti ilmiah menunjukkan kekuasaan sering mengurangi",Lainnya
lucuu bgtt mingyu jadi menu mbg https://t.co/JxwqtO2rmh,Lainnya
"@mardigu024 Karena Program MBG itu pakai uang Prabowo bukan uang negara, makanya kalau ada kejadian seperti itu harus ditutupi",Kualitas Pangan
"@nashimax10 @cupang_fish @ARSIPAJA Lah bukannya menu MBG itu realfood ya? Kalo memang menu MBG nya tidak sesuai dgn kebijakan BGN, langsung lapor aja agar segera ditindak. Lanjutkan MBG",Kualitas Pangan
bs gasi mbg ini disudahi aj,Kualitas Pangan
"@BosPurwa Di London masih anak anak sudah pandai cakap dalam bahasa Inggris, padahal gak pernah makan mbg 😁😁😁",Politik
@Jaeyoondel_ @wondecate kan diksih MBG,Lainnya
"CC pak @prabowo.

Cuma mengingatkan pikiran bapak yg ditulis sebelum jadi Presiden.

Sudah 10 bulan lho pak. Hari-hari, MBG ke MBG saja yg dampaknya ternyata tak menggenjot pertumbuhan ekonomi karena kebijakan ndak jelas arah.

Tambah lagi KOPDES.... amsiong benar kita nanti. https://t.co/Rn8MyVd1WF",Politik
"@hansssolo Sejak awal pelaksanaannya sudah berencana korupsi, mendapat proyek MBG disyaratkan untuk dipotong 25-30 prosen. MBG diperuntukkan pengusaha katering besar, punya badan hukum, minimal punya modal 5 M. Kalau ditawarkan ke warung""  makanan kebanyakan penipuan. BGN harus diperiksa",Tata Kelola
"@Echa_Gladys Apakah menu MBG : orek tempe, potongan telur dadar, sayur bening dan jeruk termasuk makan mewah ?? Itu sih menu sangat sederhana! Mensos sehari2 makannya nasi garam saja ? https://t.co/FtsEVdWhaa",Kualitas Pangan
Skandal Anggaran Pendidikan 2026: P2G Bongkar Hampir Setengah Dana Pendidikan Dialokasikan Buat MBG https://t.co/Jo92Z7QfJ5,Anggaran
"@yus13rizal @DS_yantie @prabowo Evaluasi nyeluruh? 100% setuju. Tapi bukan buat nyari alasan bubarin, tapi biar makin tepat sasaran. Biar anak-anak makan layak dan uang negara gak bocor. Lanjutkan MBG.",Tata Kelola
"TADI SIANG LUPA FOTOIN MBG TAPI INTINYA (selalu) GA ENAK ANJRIT, DUH KO GUE BISA LUPA SI",Kualitas Pangan
"@IndoPopBase Mulai deh pahlawan pahlawannya, tinggal benerin budget dan stop mbg apa susahnya sih",Anggaran
"@Shalihin_Nad_95 @NenkMonica Ya, cocok banget kalau maksudnya kejadian keracunan massal di Lebong, Bengkulu. Menurut laporan, 273 siswa TK-SD keracunan setelah makan MBG (mie, bakso, dll.). Mereka dirawat di RSUD Lebong dengan gejala mual &amp; lemas. Penyelidikan sedang berlangsung, sampel makanan diuji lab.",Kualitas Pangan
Kalo MBG kaya di jepang atau korea ya ga gratis jg(?) Itu agak percaya soalnya emang ada mutunya. Lah ini?,Kualitas Pangan
"@ARSIPAJA Sama gilanya dgn mulyono

Mulyono terobsesi dgn IKN
Omon2 terobsesi d MBG 

22nya sm2 ampas",Politik
"@txtdrimedia Harusnya gurunya dukung siswanya supaya MBG evaluasi diri besoknya jangan kasi makanan yg berbelatung, ini malah siswa dikasi peringatan. Dipanggil klo bukan untuk ditegur lalu untuk apa coba",Kualitas Pangan
@tempodotco kan emang bukan prioritas rezim ini pendidikan! Lebih bela2in MBG.,Politik
"@AcengAw @ARSIPAJA Negatif mulu fikirannya, pdhl anak² ttp butuh asupan makanan bergizi setiap hari. Lanjutkan MBG",Sasaran Penerima
"@feshival Iyahh bb, mubadzir emang.. tapi setau aku MBG setempat dibayar sama pemerintah dihitung tiap 1 porsinya (cmiiw) jadi kalau MBG libur berarti ya... Begitulah 😆",Distribusi
MBG Penuhi Kebutuhan gizi peserta didik https://t.co/wwoEOlPh6U,Sasaran Penerima
the fact that mobil pengangkut mbg mulai dijual di ecom fb 😀,Lainnya
"@tanyakanrl Jangankan kota kecil dan ibukota, MBG nya belum sampai ke daerah saya lagi wkwkwk",Distribusi
"Tapi fakta MBG setelah berbulan-bulan sdh berjalan adlh seperti ini.

Dan yg terakhir, ubah caramu kerahkan buzzer bro @budimandjatmiko. 
""Tolong postinganku diramaikan"" sangat terlihat.😂🤪

MBG Ada Belatungnya Ternyata Ditemukan di 2 Sekolah Tuban
https://t.co/nCIa47zy8b https://t.co/9EUc4Louic",Kualitas Pangan
"@rarealf Sabar ya, program makan bergizi gratis untuk anak sekolah lagi digulirkan bertahap. Mulai dari daerah prioritas, biar semua kebagian. Ndut ini lagi olahraga biar fit ngurus negara! 🇮🇩 😊",Politik
"@M45Broo_ makan bergizi gratis, ppn tidak jadi naik 12% tapi tetap 11%, diskon listrik 50% bulan Jan Feb 2025",Lainnya
"@ARSIPAJA Untuk @prabowo 

MBG triliunan rupiah, anak Sukabumi tetap mati karena gizi buruk &amp; cacingan; rupanya kenyang jargon politik lebih penting dari isi perut rakyat",Sasaran Penerima
"@Boediantar4 @prabowo @Gerindra @bang_dasco @habiburokhman @Dahnilanzar MBG? Banyk basi, berulat &amp; tdk sehat alias UANG NEGARA RENTAN DIKORUP. Pengawasan MBG NOL BESAR. Jika penegak hukum spt @ListyoSigitP @DivHumas_Polri @CCICPolri @KejaksaanRI @KPK_RI msh ada &amp; jujur, maka kss2 MBG brmslh di RI hrs diusut. Periksa PIHAK2 PELAKSANA PENYEDIA MBG itu!",Tata Kelola
"mending urusin deh mgb mgb gak jelas itu, mbg apaan anak smp dikasi makan roti keras dan telor ceplok. bego banget.",Kualitas Pangan
@worksfess Yg diperpanjang cuma mbg sama dinasti jo—,Politik
@msaid_didu Emang menu mbg itu makanan luar.. spagheti .. Pizza.. Sushi.. Dorayaki. Semua. Menteri prabowo satupun gaada  bener. Jgnkan kelaa ketua partai yg modal cangkem.. Sekelas profesotr saja ngaco,Kualitas Pangan
"@Abyraksa @ditootid_ @kompascom @prabowo Haha, tidur yang nyenyak ya! Soal program makan gratis: Berdasarkan update terbaru (Antara &amp; Kompas, Agustus 2025), prioritas memang mulai dari kota besar untuk uji coba, tapi ekspansi ke plosok sudah jalan—seperti di Papua &amp; NTT dengan 500+ dapur komunitas. Harusnya imbang, yuk",Distribusi
"*TOTAL HINGGA SAAT INI 1.406 SISWA DI 38 PROPINSI KERACUNAN MBG*

https://t.co/eOZl5D1Jn9",Kualitas Pangan
"@NgkongRoses pemerintah lebih memprioritaskn anggaran MBG  pada hal ideal nya pemerintah seharusnya menjalankan  prinsip kebijakan anggaran berimbang ini  justru anggaran di sektor pendidikan malah direduksi
 ini  sdh amanah undang undang 
rationya antara padat modal  vs sarat politik",Anggaran
@isishaki ada penampakan si ndut mbg,Lainnya
"@_bangagoengDuA @prabowo Gak tau sih kl makanan basi atau mentah itu disengaja atau krn faktor lain✌️

Program MBG itu sdh dilakuin oleh negara² lain, dah lama malah cumn kan krn mereka dah mampu secara biaya dll dan ada pilihan kl diluar mah, misal menu utk MBG itu yg standar bget, nah ada menu tambahan",Kualitas Pangan
"@RohtaAnjulian @ARSIPAJA Sekolah sekarang kan pakai sistem zonasi ya. Jadinya gak terlalu jauh deh untuk murid ambil langsung kesekolah MBG nya.
Lanjutkan MBG",Distribusi
"@anusange @Weweng42311649 @ARSIPAJA Berdasarkan data terkini, program MBG sedang berjalan dengan masalah serius: ribuan kasus keracunan makanan sejak Januari 2025 (lebih 1.000 korban, termasuk 365 di Sragen akibat Salmonella/E.coli), vendor ada yg belum dibayar (contoh Rp1 miliar di Jakarta), dan aturan larangan",Politik
@kompascom 50% ke MBG??😭😭😭😭,Anggaran
"@Nurulygkaukenal @PakKarti Banyak masyarakat kurang beeuntung yg masih sulit untuk mendapatkan asupan makanan bergizi, oleh karena itu pemerintah meLanjutkan MBG agar anak² bisa mendapatkan asupan makanan bergizi gratis setiap hari.",Sasaran Penerima
"dari beliau menjabat emang pendidikan ga pernah jadi prioritaskann?

sampe sekarang aku masih bingung mbg tuh program asbun apa udh di diskusiin sama pakar sih",Politik
"@ARSIPAJA bukan demi MBG,lebih tepatnya demi fee.",Anggaran
"@Cuankie99 @yvdi_X @ARSIPAJA tinggal subsidi ibu2 kantin buat shifting makanan sesuai menu mbg. tinggal berunding aja, siapa megang lauk apa porsinya berapa. masalah teknis begituan selevel negara harusnya lebih jago. tinggal niat atau engga doang.",Tata Kelola
"@ReinHeartAster @ARSIPAJA Karna duitnya buat mbg, atau buat beli mobil baru.",Distribusi
@ARSIPAJA Alhamdullah anak gue belum dapet MBG.. Masih makan bekel dari rumah.,Sasaran Penerima
mbg mbg my ass,Lainnya
@ARSIPAJA Kan kata Wamen MBG bisa buat anak pinter matematika,Lainnya
"tau gk yg masak mbg itu bayaran nya 120rb sehari dan itu ad 10orangan tiap desa gtau setiap sekolah, pantesan anggaran nya gede, tapi makanan ny cm bikin kenyang 1 jam 😭

120 itu di kota kecil anjg apalagi bayaran di kota kota besar",Anggaran
"Apalagi, kata ibu guru, para siswa yang mayoritas dari kalangan menengah ke bawah banyak yang tidak sempat sarapan saat sekolah. Maka MBG ini sangat berarti bagi mereka.",Sasaran Penerima
"@ARSIPAJA mbg ngajari anak ngemis ke pemerintah sejak dini..
jadi tolong dengarkan kalo ada warga yg ngemis2 minta ini itu ke pemerintah..
@prabowo @setkabgoid @jokowi",Politik
"@zrep2024 @msaid_didu @Gerindra @prabowo @habiburokhman @fadlizon Ngomong kok asal mangab , 1 dapur MBG itu menyerap 47 orang . Semua diambil dari masyarakat sekitar. 1 dapur dengan memproduksi 3000 MBG membutuhkan 300 Kg ayam, 300 Kg sayur, 300 Kg tempe/tahu, 300 Kg beras , 300 Kg buah…bisaya dibayangkan jumlah tenaga yg dibutuhkan pemasok?",Ekonomi
"deg degan tdi nyobain ultramimiy takut kek waktu dia minum ultra biasa yg dri mbg muntah muntah
TERNYATA APA? gpapa bjir anak gweh ntu minum mimi sampe abis, emng aja yg dri mbg kga berkah anying busukkk",Kualitas Pangan
"keren abis, Polri! Dapur MBG bisa bantu perekonomian lokal https://t.co/XidF1vJ9YQ",Ekonomi
Kalau benerin MBG baiknya dari mana ges?,Tata Kelola
"@B3doel___ ""YANG MULIYA DAN YANG KAMI SANGAT HORMATI, KIRANYA MENJADI PERTIMBANGAN UNTUK SEMENTARA MENGHENTIKAN KEGIATAN MBG DI SELURUH INDONESIA,DAN SEBAIKNYA DANA KEGIATAN MBG DI ALIHKAN UNTUK PERBAIKAN WAJIB SARANA DAN PRASARANA UMUM TERUTAMA KEBUTUHAN ANAK SEKOLAH DI SELURUH  INDONESIA",Anggaran
"PADAHAL PAS MAU MASUK DITANYA ""ada alergi gak?"" gue jawab adalah ya, trus dijelasin alergi apa aja bla bla bla, eh pas day 3 dapet MBG muntah trus langsung demam dan gatel bgt tenggorokan 🌷🌷",Kualitas Pangan
@pioyip Ketar ketir itu anggaran mbg,Anggaran
@tanyakanrl MBG lagi,Politik
"Polri senantiasa mendukung program pemerintah yaitu Makan Bergizi Gratis (MBG). Lewat progam ini, diharapkan dapat meningkatkan kesadaran akan pentingnya gizi di kalangan pelajar. https://t.co/aYNOmJWN4o",Sasaran Penerima
"@Gojekmilitan ANGGARAN MBG JEBOOOL dan gak ada koreksi tetep weehhh ngotot, kyak gakpunya analisa ampuun",Anggaran
"Pemerintah Sudah Belanjakan Rp 7,9 Triliun untuk Program MBG https://t.co/t5pWHKULfD via @InvestorID",Anggaran
"@txtdrkuliner aku tuh kagett tiba2 di daerah deket tempat tinggal ada dapur MBG 😂 mana udah kecantum di maps dan ada bannernya pula
di lain kota, dapur MBG beli biskuit merk sun MPASI berdus dus dri toko temenku, hmmm anak SD dikasih MPASI nih",Kualitas Pangan
@heaton4mr ko pada keracunan makanan gini dah padahal mbg cuma buat murid sekolah,Kualitas Pangan
@LexWu_13 Pemerintah blg klo itu sabotese olh pihak yg tdk suka dg program MBG. bijimane menurut kalian.,Politik
"@detikcom Sptnya 5 tahun ke depan..TNI Polri bakal dominan..

MBG circle nya?
Obat circle nya?
Urusan pertanian circle nya?
Dll..

Sipil minggir..",Politik
"@RbesarAgus @Boediantar4 Berdasarkan pencarian terbaru, janji kampanye Prabowo memang termasuk program makan gratis untuk anak sekolah dan check-up kesehatan gratis, tapi bukan kesehatan/pendidikan sepenuhnya gratis. Soal kenaikan iuran BPJS, Sri Mulyani menyebut ada penyesuaian bertahap mulai 2026 untuk",Politik
@thaaaahu mbg ko beracun,Lainnya
"Uniknya Cara Siswa Request Menu MBG di Gunungkidul, Minta Steak-Anggur https://t.co/DpXlspJE45",Kualitas Pangan
Makan Belatung Gih. MBG.,Kualitas Pangan
"@MalangTramway Di Era Presidensi Pak @prabowo ini
Membangun Transportasi masal apalagi yg berbasis Rell, bukan jadi Agenda utama lagi

Karenanya harapan hanya ada di Kepala Daerah

Gandrunya ke MBG &amp; Alutista 😶
😔😔😔

Cc: @bang_dasco 
@andre_rosiade 
@Dahnilanzar 
@Gerindra 
@sjafriesjams",Politik
"@_haye_ simpel.. cut cost dan rasionalisasi proyek2 ambisius misalnya MBG bertahap aja (baru full ke 82jt penerima 2029, bukan 2026) karna gengsi kan klo MBG nya distop 🤣 https://t.co/FObmBTETuK",Anggaran
"eh makan bergizi gratis tuh masih lanjut kan ya?
sekolah kalian dapet?",Lainnya
"Sprtinya drpd makan bergizi gratis, sepertinya mending keliling rumah gratis nakesnya😞 liat kasus raya kasian bgt",Lainnya
"@tekarok007 @GunRomli wkwk lah kocak, jelas jelas list berita lu basi semua.
Kasus Keracunan MBG Meningkat (17 KLB di 10 Provinsi), MBG Diganti oleh Makanan Snack , Pemerintah “Jual” Data Pribadi ke AS 
Kesepakatan Beli 50 Pesawat Boeing

terbaru tuh wwkkwkw",Politik
@ralepuli @prabowo MBG jadi letnan dapur,Lainnya
Pemkot Pontianak Awasi Langsung Pelaksanaan Program Makan Bergizi Gratis https://t.co/Tq6vm99y2c kalbarsatu https://t.co/9dxp3sUEqk,Tata Kelola
"Yh seengganya kgk ada mbg bg

Dikasi 3 pilihan malah pilih yg paling burik luar dalem

Heran",Lainnya
"@FelixSGL1 Orang tiktod kebanyakan taunya buat MBG sih, sedikit tau kalau buay danantara juga dan banyak yang ga tau buat nalangin utang jatuh tempo 🥲.

Karena di beritanya sendiri, prabowo bilang untuk MBG dan danantara",Anggaran
@ThreadSkandal Colokin matanya @ZUL_Hasan  yg bilang peserta mbg belum terbiasa makan enak itu.,Politik
"@ARSIPAJA Endingnya masyarakat suruh masak MBG sendiri. Modal sendiri. 😂😂😂

Hehh.. itu bantuan istana wakil presiden dipake MBG aja. Masa iya pres-wapres tydack sejalan...😅",Sasaran Penerima
"@Justmet12 Bagi penguasai, alarm ancaman itu ketika masyarakat nya pada menyadari, pendidikan nya pada meningkat, pemikiran nya jauh lebih tinggi. Keracunan MBG, anak2 putus sekolah, kesulitan akses mendidikan. itu bukan isu penting. Dan mereka menguasai media massa.",Politik
@GenZNusantara Langkah Presiden Prabowo pakai AI di MBG jadi solusi jitu buat cegah pelanggaran,Tata Kelola
"Menteri Dalam Negeri (Mendagri), Muhammad Tito Karnavian, menginstruksikan kepada semua kepala daerah seluruh Indonesia untuk segera membentuk Satuan Tugas (Satgas) Makan Bergizi Gratis (MBG) dan berkoordinasi langsung dengan Badan Gizi Nasional (BGN). 

https://t.co/KQ5jfouHld https://t.co/aZ9WQb5eMv",Tata Kelola
Kenapa bocil sd ga suka MBG?? Pada lebih milih makanan rumahnya atau beli di kantin,Kualitas Pangan
Mbg day 2 lauk dendeng (maap lupa poto),Kualitas Pangan
SEMUA AJE DIPAJAKIN ANJINGGGGGG BUBARIN DAH MBG ITU WOK WOK,Anggaran
@0tk0il Padahal kalo MBG dibikin pake Dana CSR mah bisa aja. Mobile kitchen di tempat bisa pake Dana nya CSR. Apalagi bangun dapur permanen buat masak makan siang di setiap sekolah juga bisa. Pemerintah aja gakmau dengerin suara para pengusaha. Udah banyak banget yg teriak. Tapi sudahlah,Anggaran
"@detikcom Ada yang menagih MBG
Ada yang trauma dapet MBG
Dua2 nya emang bikin kaget!",Kualitas Pangan
"Mayoritas Publik Akui Program MBG Beri Dampak Nyata, Survei ISS Catat 77% Kepuasan https://t.co/Rl9eAXrX3G",Sasaran Penerima
"Genuinely ask, mbg tuh ada di pelosok juga gasih? 🙏🏻",Distribusi
@islah_bahrawi Gue scroll sampe bawah tp belum nemu komen dari para pemuja MBG belatung komen disini,Kualitas Pangan
kak @annabukanana 5 tahun kedepan berapa banyak anak anak pintar berkat program mbg ini??,Sasaran Penerima
"@anfarizzat 75%an dari Rp 20ribuan ( sekitar Rp 15ribu ) adalah untuk makanan yg pakai standard 2100kkal/capita/hari

MBG dgn max 700kkal/porsi dan harga Rp 15ribu ( max )/porsi

Acuannya ngga match satu sama lain padahal sama digunakan oleh Pemerintah",Anggaran
"Dananya habis buat MBG
Tahun kemarin aja telat penerimaannya",Anggaran
"Ogeb ih, suplayer MBG yg harusnya dipanggil",Tata Kelola
"@TirtoID Biar apa dah goblok, korupsi di depan mata, pengangguran, mbg belatung/beracun ga lu tindak. Tololl",Politik
@kameradbugil Pake mbg dah mbg,Lainnya
"@deflezct @doyoungmenteng kalo gedungnya udah kejual nanti pj mbg, koperasi merah putih, komdigi, dll akan merapat buat kasih proposal penambah anggaran wkwkwk",Anggaran
"Stop Pak Presiden.
Stop Badan Gizi Nasional
Biar anak² itu memakan masakan orang tua nya. Krn ortu paling tahu ttg anak²nya. 
STOP MBG",Politik
"@BudiBukanIntel Hidup mbg
Hidup koperasi merah putih
Hidup sekolah Rakyat
Hidup tangkap jabatan",Politik
@tempodotco Senjatanya lagi lagi digunakan andalan MBG pidato apapun itu😏,Politik
"@kompascom Yg pny ide MBG itu sgt egois. Mskpn sdh ckp sering berita keracunan ttp aja maksain dilanjutkan. Ga ada salahnya dievaluasi utk diputuskan lanjut atau stop. Tp balik lagi mrk sgt egois,ga peduli rakyat dijadiin kelinci percobaan. Klu smp ada korban nyawa apa yg akn dlakukan pem?",Tata Kelola
"Mana bisa mikir sejauh itu, yg penting MBG, hidup MBG. 
Biar aja muridnya bodoh yg penting makan gratis🥴",Kualitas Pangan
@txtdrimedia Padahal dia yang memiskinkan dan membodohkan dengan MBG.,Politik
"@geloraco Spy tdk bocor percayakan saja ke ortu murid membuat mkn anaknya,kasi mrk tunai sesuai porsi mbg,tugas guru mengawasi nilai gizinya,jika ada yg tdk sesuai bs ditegur/hentikan.",Tata Kelola
"@ferizandra @ARSIPAJA Dia mungkin berasumsi bhw jika MBG jalan mm itu menyerap naker yg banyak... Satu dapur MBG bisa menyerap tenaga 30 an orang...dikalikan dg jumlah dapur MBG se Indonesia. Belum termasuk tim teknis mulai tingkat kab/kota hingga provinsi... Tp tetap  nggak nyampe 3,5 jt",Ekonomi
"@CNNIndonesia Gila sudah begitu besar uangnya. Sumatera ditinggal. Tol Trans Sumatera tdk dilanjutkan. Proyek KA SUMUT mangkrak. Uangnya dihabiskan buat proyek tak berguna, IKN dan MBG",Anggaran
"@Pamungkastegarr @WongIndonesiaOK @kumparan buat bikin kodam baru, buat maen tentara2an, buat mbg beracun",Anggaran
@RagilSemar MBG.......MAKAN BELATUNG GRATIS 🥱🥱🥱,Kualitas Pangan
"@sleepylikehell @Xunloaders @ARSIPAJA Nggak, itu karena biasanya ada makanan dari siswa yang nggak berangkat makanya dimakan sama guru, dan sometimes kalau sisanya banyak dan nggak sempet dimakan harus  dibungkusin dan ada yang dibawa pulang, karena emang dari penyedianya nggak mau nerima balik MBG yang nggak dimakan",Tata Kelola
"Makan bergizi gratis tetep jalan pas sekolah libur si gpp. Ai support full!!!

Kapan lagi hantu penunggu perpus2 sekolah bisa menikmati sesajen itu 🥰🥰🥰",Distribusi
@kompascom Program mbg sudah berjalan sekian bulan: dan banyak masalah di lapangan. Sebaiknya dievaluasi. Mending berdayakan program posyandu yang sudah terbukti.,Tata Kelola
"Prabowo Klaim Program MBG Sudah Hasilkan 290 Ribu Lapangan Kerja

https://t.co/E0kTjSxTmK",Ekonomi
"@ArdiWsnu_ @KangManto123 Beberapa prestasi pemerintahan Prabowo hingga Agustus 2025: program Makan Bergizi Gratis (MBG) dengan restrukturisasi digital, Sekolah Rakyat menargetkan 15 ribu siswa putus sekolah, penurunan harga BBM efektif 11 Agustus, layanan kesehatan gratis, dan Data Tunggal Sosial",Politik
